symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,address2,fax
SBUX,98134,Consumer Cyclical,383000.0,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brands. As of October 3, 2021, it operated 16,826 company-operated and licensed stores in North America; and 17,007 company-operated and licensed stores internationally. The company was founded in 1971 and is based in Seattle, Washington.",Seattle,206 447 1575,WA,United States,[],https://www.starbucks.com,1,2401 Utah Avenue South,Restaurants,0.21246,0.14468999,0.2874,6024300032.0,0.193,0.16233,6450699776.0,,none,8435400000.0,4055624960.0,,74.64,0.303,0.813,0.104770005,,,,,,4056800000.0,23747500032.0,30361600000.0,3.527,USD,25.812,0.584,,NMS,Starbucks Corporation,Starbucks Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_34745,008ad8c5-a728-3e78-9380-bba1f5a13a9e,us_market,,4.06,,19.108,,,,,,,,,,11162791.0,0.0097,,1633219200.0,0.71172994,4392999936.0,,,,,0.00174,1696291200.0,,1641081600.0,1.06,1642118400.0,1148125933.0,0.901082,123259109376.0,2,,1428537600.0,2:1,,,0.311,,1644883200.0,,,,,0.0097,10533973.0,,,76.58,76.02,104.99305,,0.4973,,76.7699,,8877190,76.58,85.3842,,76.02,8877190,,,1.96,1644451200.0,,,74.48,USD,,9199279,,,,,,,9775366,74.48,74.95,800,9199279,126.32,,1.82,74.48,74.75,False,0.0218,1200,76.7699,74.64,,https://logo.clearbit.com/starbucks.com,,
STT,02111,Financial Services,38784.0,"State Street Corporation, through its subsidiaries, provides a range of financial products and services to institutional investors worldwide. The company offers investment servicing products and services, including custody; product accounting; daily pricing and administration; master trust and master custody; depotbank services; record-keeping; cash management; foreign exchange, brokerage and other trading services; securities finance and enhanced custody products; deposit and short-term investment facilities; loans and lease financing; investment manager and alternative investment manager operations outsourcing; performance, risk, and compliance analytics; and financial data management to support institutional investors. It also engages in the provision of portfolio management and risk analytics, as well as trading and post-trade settlement services with integrated compliance and managed data. In addition, the company offers investment management strategies and products, such as core and enhanced indexing, multi-asset strategies, active quantitative and fundamental active capabilities, and alternative investment strategies. Further, it provides services and solutions, including environmental, social, and governance investing; defined benefit and defined contribution; and global fiduciary solutions, as well as exchange-traded fund under the SPDR ETF brand. The company provides its products and services to mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance companies, foundations, endowments, and investment managers. State Street Corporation was founded in 1792 and is headquartered in Boston, Massachusetts.",Boston,617 786 3000,MA,United States,[],https://www.statestreet.com,1,State Street Financial Center,Asset Management,0.0,0.2233,0.0,-6710000128.0,0.049,0.28839,,99.0,buy,12060000000.0,,108.0,66.97,0.289,,0.00856,15.0,112.9,,0.10055,133.0,117867003904.0,25638000640.0,12060000256.0,321.982,USD,34.206,,2.2,NYQ,State Street Corporation,State Street Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_188785,9d82ed81-6b6f-3b88-986b-476e7740c977,us_market,,-5.111,,,,,8.42,,365628992.0,,,,69.3,3480909.0,0.0095,,1640908800.0,0.94474,2572000000.0,6.787,,,0.96637803,0.0025099998,1703980800.0,,1640908800.0,1.34,1642118400.0,341434668.0,1.557578,-61637517312.0,2,,991267200.0,2:1,,,0.298,2.0303626,1644883200.0,0.97,,7.953682,,0.0095,4157221.0,,,68.84,68.79,90.28755,0.030941317,0.3032,,69.81,,3556950,68.84,82.8968,2.13,68.79,3556950,,,2.28,1648684800.0,,,66.75,USD,9.8673935,3582235,,,,24486174720.0,,,2387068,66.75,70.31,800,3582235,104.87,,2.48,66.47,66.98,False,0.0292,900,69.81,66.97,,https://logo.clearbit.com/statestreet.com,One Lincoln Street,
STE,D02 R296,Healthcare,13000.0,"STERIS plc provides infection prevention and other procedural products and services worldwide. It operates in three segments: Healthcare, Applied Sterilization Technologies, and Life Sciences. The Healthcare segment offers cleaning chemistries and sterility assurance products; accessories for gastrointestinal (GI) procedures, washers, sterilizers, and other pieces of capital equipment for the operation of a sterile processing department; and equipment used directly in the operating room, including surgical tables, lights, and connectivity solutions, as well as equipment management services. It also provides capital equipment installation, maintenance, upgradation, repair, and troubleshooting services; preventive maintenance programs and repair services; instrument and endoscope repair and maintenance services; and custom process improvement consulting and outsourced instrument sterile processing services. This segment offers its products and services to acute care hospitals and other healthcare settings. The Applied Sterilization Technologies segment provides contract sterilization and testing services for medical device and pharmaceutical manufacturers through a network of approximately 50 contract sterilization and laboratory facilities. The Life Sciences segment designs, manufactures and sells consumable products, such as formulated cleaning chemistries, barrier and sterility assurance products, steam and vaporized hydrogen peroxide sterilizers, and washer disinfectors. This segment also offers equipment installation, maintenance, upgradation, repair, and troubleshooting services; and preventive maintenance programs and repair services. The company was founded in 1985 and is based in Dublin, Ireland.",Dublin,353 1 232 2000,,Ireland,[],https://www.steris.com,1,70 Sir John Rogersonâs Quay,Medical Devices,0.2515,0.0657,0.43556,700934976.0,0.495,0.16244,1068353984.0,250.0,buy,1368778000.0,136653120.0,254.0,224.05,0.068,2.131,0.04721,5.0,256.0,52.827,0.05286,270.0,359088992.0,3499056896.0,4247909120.0,3.586,USD,45.264,1.229,1.6,NYQ,STERIS plc (Ireland),STERIS plc,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_34783,e14378b8-12ac-3007-be88-db01b8034353,us_market,,6.399,,25.444,,,8.14,,100023000.0,,,,65.415,1017336.0,0.010199999,,1617148800.0,0.9369,279071008.0,2.75,,,3.4250555,0.0032,1680220800.0,,1640908800.0,2.01,1642118400.0,99775758.0,0.664843,27182974976.0,2,,904003200.0,2:1,,,0.254,5.275573,1644883200.0,3.17,,27.524569,,0.0112,1175253.0,,,231.73,229.64,227.22655,0.0070340484,0.5552,,230.095,,398320,231.73,237.0678,1.63,229.64,398320,,,1.72,1645660800.0,,,223.25,USD,81.472725,509800,,,,22410153984.0,,,479168,223.25,228.59,800,509800,255.93,,1.03,188.1,160.93,False,0.0072000003,800,230.095,224.05,,https://logo.clearbit.com/steris.com,Dublin 2,
SYK,49002,Healthcare,43000.0,"Stryker Corporation operates as a medical technology company. The company operates through three segments: Orthopaedics, MedSurg, and Neurotechnology and Spine. The Orthopaedics segment provides implants for use in hip and knee joint replacements, and trauma and extremities surgeries. The MedSurg segment offers surgical equipment and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, reprocessed and remanufactured medical devices, and other medical device products that are used in various medical specialties. The Neurotechnology and Spine segment provides neurotechnology products, which include products used for minimally invasive endovascular techniques; products for brain and open skull based surgical procedures; orthobiologic and biosurgery products, such as synthetic bone grafts and vertebral augmentation products; and minimally invasive products for the treatment of acute ischemic and hemorrhagic stroke. This segment also offers spinal implant products comprising cervical, thoracolumbar, and interbody systems that are used in spinal injury, deformity, and degenerative therapies. The company sells its products to doctors, hospitals, and other healthcare facilities through company-owned subsidiaries and branches, as well as third-party dealers and distributors in approximately 75 countries. Stryker Corporation was founded in 1941 and is headquartered in Kalamazoo, Michigan.",Kalamazoo,269 385 2600,MI,United States,[],https://www.stryker.com,1,2825 Airview Boulevard,Medical Devices,0.278,0.113979995,0.65672994,3500000000.0,0.113,0.21951,4633999872.0,239.0,buy,9158000000.0,3139749888.0,290.0,241.26,-0.301,2.126,0.06885,24.0,288.75,92.093,0.13989,315.0,2639000064.0,13057000448.0,16668999680.0,6.996,USD,44.259,1.226,2.2,NYQ,Stryker Corporation,Stryker Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_94614,b9837935-4aa5-32a4-a908-5a60748ac1d1,us_market,,6.911,,24.861,,,10.17,,377240000.0,,,,37.584,4016059.0,0.0106,,1609372800.0,0.75998,1900000000.0,4.968,,,6.419221,0.07317,1672444800.0,,1632960000.0,2.74,1636934400.0,334423223.0,0.990129,115203940352.0,2,,1084752000.0,2:1,,,-0.295,5.460011,1639526400.0,2.29,,23.722713,,0.0115,3142599.0,,,252.1,248.84,262.76456,0.009996033,0.507,,249.025,,1847360,252.1,260.4544,2.52,248.84,1847360,,,2.78,1640822400.0,,,240.8,USD,48.5628,3079662,,,,91012923392.0,,,1530550,240.8,259.47,800,3079662,281.16,,1.07,236.09,241.77,False,0.01,800,249.025,241.26,,https://logo.clearbit.com/stryker.com,,269 385 1062
SIVB,95054-1191,Financial Services,6567.0,"SVB Financial Group, a diversified financial services company, provides various banking and financial products and services. The company operates through four segments: Global Commercial Bank, SVB Private Bank, SVB Capital, and SVB Leerink. The Global Commercial Bank segment offers deposit products, such as business and analysis checking, money market, multi-currency, in-country bank, and sweep accounts, as well as merchant, remote capture, lockbox, electronic deposit capture, and fraud control services; credit solutions comprising term loans, equipment and asset-based loans, revolving lines of credit, and credit card programs, as well as mezzanine lending, acquisition finance, and corporate working capital facilities; and payment and cash management products and services, including wire transfer and automated clearing house payment, bill pay, debit and credit cards, account analysis, and disbursement, as well as online and mobile banking services. This segment also provides foreign exchange services; export, import, and standby letter of credit; investment services and solutions; investment advisory services; vineyard development loans; and debt fund investment services. The SVB Private Bank segment offers private banking services, such as mortgages, home equity and capital call lines of credit, restricted stock purchase loans, and other secured and unsecured lending products, as well as cash and wealth management services. The SVB Capital segment provides venture capital investment services that manage funds on behalf of third party limited partner investors. The SVB Leerink segment engages in equity and convertible capital markets, mergers and acquisitions, equity research and sales, trading, and investment banking services. It operates through 30 offices in the United States; and offices in Canada, the United Kingdom, Israel, Germany, Denmark, India, Hong Kong, and China. SVB Financial Group was founded in 1983 and is headquartered in Santa Clara, California.",Santa Clara,408 654 7400,CA,United States,[],https://www.svb.com,1,3003 Tasman Drive,Banks—Regional,0.0,0.31636,0.0,,0.16,0.50069,,709.0,buy,5794000000.0,,830.0,487.64,-0.159,,0.01268,21.0,841.71,,0.16555999,1100.0,14618999808.0,3079000064.0,5793999872.0,248.841,USD,103.904,,2.1,NMS,SVB Financial Group,SVB Financial Group,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_187662,04cb015c-e7ee-3e85-9811-3ecf8b57ba13,us_market,,4.626,,,,,29.52,,58687400.0,,,,208.53,638021.0,0.0109,,1640908800.0,0.92393,1770000000.0,32.595,,,2.3384645,0.00377,1703980800.0,,1640908800.0,1.15,1640908800.0,58445327.0,1.898557,26803968000.0,2,,958435200.0,2:1,,,0.003,4.9393034,1643587200.0,2.78,,16.51897,,0.012,356734.0,,,515.32,512.68,622.49335,,0.0,,519.8,,576680,515.32,548.2104,,512.68,576680,,,,697680000.0,,,486.23,USD,14.960577,533259,,,,28618323968.0,,,539749,486.23,620.0,800,533259,763.22,,,486.19,428.26,False,,800,519.8,487.64,,https://logo.clearbit.com/svb.com,,408 496 2405
SYF,06902,Financial Services,18000.0,"Synchrony Financial, together with its subsidiaries, operates as a consumer financial services company in the United States. It provides credit products, such as credit cards, commercial credit products, and consumer installment loans. The company also offers private label credit cards, dual cards, co-brand and general purpose credit cards, short- and long-term installment loans, and consumer banking products; and deposit products, including certificates of deposit, individual retirement accounts, money market accounts, and savings accounts to retail and commercial customers, as well as accepts deposits through third-party securities brokerage firms. In addition, it provides debt cancellation products to its credit card customers through online, mobile, and direct mail; healthcare payments and financing solutions under the CareCredit, Pets Best, and Walgreens brands; payments and financing solutions in the apparel, specialty retail, outdoor, music, and luxury industries; and point-of-sale consumer financing for audiology products and dental services. The company offers its credit products through programs established with a group of national and regional retailers, local merchants, manufacturers, buying groups, industry associations, and healthcare service providers; and deposit products through various channels, such as digital and print. It serves digital, health and wellness, retail, home, auto, powersports, jewelry, pets, and other industries. Synchrony Financial was founded in 1932 and is headquartered in Stamford, Connecticut.",Stamford,203 585 2400,CT,United States,[],https://www.synchrony.com,1,777 Long Ridge Road,Credit Services,0.0,0.44591,0.0,7098999808.0,0.116,0.59233004,,52.0,buy,9466000000.0,,59.0,36.81,0.195,,0.04404,19.0,58.74,,0.32031,66.0,8336999936.0,14506999808.0,9466000384.0,15.994,USD,16.766,,2.0,NYQ,Synchrony Financial,Synchrony Financial,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_260334235,9d8744fb-a186-3d5c-997b-e6eb37ad99bb,us_market,,3.0,,,,,5.72,,547259008.0,,,,24.125,13442887.0,0.0255,,1640908800.0,0.99657995,4179000064.0,7.069,,,1.5258032,0.00434,1703980800.0,,1640908800.0,2.17,1640908800.0,516950504.0,1.661859,28401250304.0,2,,,,,,0.102,2.128101,1643587200.0,0.17,,6.435315,,0.0291,14843536.0,,,37.85,37.83,45.24015,0.02324967,0.119899996,,38.49,,6472800,37.85,37.8094,0.88,37.83,6472800,,,0.88,1644364800.0,,,36.68,USD,5.2072434,6309314,,,,20144605184.0,,,7127985,36.68,38.0,1400,6309314,52.49,,2.34,33.755,36.2,False,0.021300001,1100,38.49,36.81,,https://logo.clearbit.com/synchrony.com,,
SNPS,94043,Technology,16361.0,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits. The company offers Fusion Design Platform that provides digital design implementation solutions; Verification Continuum Platform that provides virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; and FPGA design products that are programmed to perform specific functions. It also provides intellectual property (IP) solutions for USB, PCI Express, DDR, Ethernet, SATA, MIPI, HDMI, and Bluetooth low energy applications; analog IP, including data converters and audio codecs; and system-on-chip (SoC) infrastructure IP, datapath and building block IP, and verification IP products, as well as mathematical and floating-point components, and Arm AMBA interconnect fabric and peripherals. In addition, the company offers logic libraries and embedded memories; configurable processor cores and application-specific instruction-set processor tools for embedded applications; IP subsystems for audio, sensor, and data fusion functionality; and security IP solutions. Further, it provides Platform Architect solutions for SoC architecture analysis and optimization; virtual prototyping solutions; and HAPS FPGA-based prototyping systems, as well as a series of tools used in the design of optical systems and photonic devices. Additionally, the company offers security testing, managed services, programs and professional services, and training that enable its customers to detect and remediate security vulnerabilities, and defects in the software development lifecycle, as well as manufacturing solutions. It serves electronics, financial services, automotive, medicine, energy, and industrial areas. The company was incorporated in 1986 and is headquartered in Mountain View, California.",Mountain View,650 584 5000,CA,United States,[],https://www.synopsys.com,1,690 East Middlefield Road,Software—Infrastructure,0.25348,0.20177999,0.80888003,1474407936.0,0.309,0.21726999,1141699968.0,320.0,buy,3390877000.0,1229830400.0,390.0,286.79,0.932,1.193,0.07232,17.0,387.94,10.771,0.17663999,471.0,1272046976.0,580604992.0,4504126976.0,8.309,USD,29.462,1.046,1.9,NMS,"Synopsys, Inc.","Synopsys, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_35028,9ccb8dc8-8e36-3ccd-8fe9-f8920d57610c,us_market,,10.352,,40.841,,,9.02,,153438000.0,,,,34.595,1744983.0,0.0114,,1635638400.0,0.90582,908857984.0,4.81,,,8.289927,0.0058600004,1698710400.0,,1643587200.0,1.94,1642118400.0,152131133.0,1.166338,46628708352.0,2,,1064361600.0,2:1,,,0.932,9.769815,1644883200.0,3.15,,31.794899,,0.0128999995,1232399.0,,,301.86,298.55,318.5518,,0.0,,302.0,,828490,301.86,307.6906,,298.55,828490,,,,,,,285.71,USD,59.623703,763168,,,,44004487168.0,,,992319,285.71,288.63,900,763168,377.6,,,225.02,286.79,False,,1100,302.0,286.79,,https://logo.clearbit.com/synopsys.com,,
SYY,77077-2099,Consumer Defensive,58000.0,"Sysco Corporation, through its subsidiaries, engages in the marketing and distribution of various food and related products primarily to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through U.S. Foodservice Operations, International Foodservice Operations, SYGMA, and Other segments. The company distributes frozen foods, such as meats, seafood, fully prepared entrÃ©es, fruits, vegetables, and desserts; canned and dry foods; fresh meats and seafood; dairy products; beverage products; imported specialties; and fresh produce. It also supplies various non-food items, including paper products comprising disposable napkins, plates, and cups; tableware consisting of China and silverware; cookware, which include pots, pans, and utensils; restaurant and kitchen equipment and supplies; and cleaning supplies. The company serves restaurants, hospitals and nursing homes, schools and colleges, hotels and motels, industrial caterers, and other foodservice venues. As of August 27, 2021, it operated 343 distribution facilities. Sysco Corporation was incorporated in 1969 and is headquartered in Houston, Texas.",Houston,281 584 1390,TX,United States,[],https://www.sysco.com,1,1390 Enclave Parkway,Food Distribution,0.04611,0.01293,0.17948,1344210944.0,0.412,0.03375,2800523008.0,80.0,buy,9356749000.0,493255136.0,90.0,85.48,1.52,1.325,0.05835,11.0,89.36,944.606,0.57829,97.0,1374275968.0,11843109888.0,60738232320.0,2.708,USD,118.675,0.75,2.4,NYQ,Sysco Corporation,Sysco Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_189096,e0cf2875-acb2-38f7-b3f5-96be2b2ce9aa,us_market,,0.822,,17.838,,,4.21,,512656000.0,,,,3.266,11617074.0,0.0229,,1625270400.0,0.83524,785473984.0,1.332,,,26.17269,0.001,1688342400.0,,1640995200.0,4.23,1642118400.0,506534059.0,1.274606,49955565568.0,2,,977097600.0,2:1,,,1.488,0.72148687,1644883200.0,0.44,,20.304039,,0.0229,8859965.0,,,88.32,88.23,78.9636,0.020833334,1.2237,,88.89,,2270330,88.32,83.6904,1.84,88.23,2270330,,,1.88,1648684800.0,,,85.24,USD,64.17418,3442616,,,,43821838336.0,,,2560784,85.24,86.19,1100,3442616,91.53,,2.35,68.05,85.6,False,0.0221,800,88.89,85.48,,https://logo.clearbit.com/sysco.com,,
TMUS,98006-1350,Communication Services,75000.0,"T-Mobile US, Inc., together with its subsidiaries, provides mobile communications services in the United States, Puerto Rico, and the United States Virgin Islands. The company offers voice, messaging, and data services to 108.7 million customers in the postpaid, prepaid, and wholesale markets. It also provides wireless devices, including smartphones, wearables, and tablets and other mobile communication devices, as well as wireless devices and accessories. In addition, the company offers services, devices, and accessories under the T-Mobile and Metro by T-Mobile brands through its owned and operated retail stores, T-Mobile app and customer care channels, and its websites. It also sells its devices to dealers and other third-party distributors for resale through independent third-party retail outlets and various third-party websites. As of December 31, 2021, it operated approximately 102,000 macro cell and 41,000 small cell/distributed antenna system sites. The company was founded in 1994 and is headquartered in Bellevue, Washington.",Bellevue,425 378 4000,WA,United States,[],https://www.t-mobile.com,1,12920 SE 38th Street,Telecom Services,0.32923,0.03774,0.56848997,13916999680.0,0.022,0.12474,26377000960.0,127.0,buy,45546000000.0,-246000000.0,165.0,123.14,-0.428,0.889,0.03071,28.0,167.89,157.473,0.04498,250.0,6631000064.0,108816998400.0,80117997568.0,5.308,USD,64.241,0.672,1.9,NMS,"T-Mobile US, Inc.","T-Mobile US, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_93339,ce5c4301-b193-3ec5-9bb5-27c98f068bd5,us_market,,3.197,,9.711,,,3.24,,1249049984.0,,,,54.784,14654493.0,0.0117,,1640908800.0,0.41735,3024000000.0,2.66,,,2.2477365,0.52609,1703980800.0,,1640908800.0,2.3,1642118400.0,652541622.0,0.50246,256136003584.0,2,,1367366400.0,1:2,,,-0.437,1.9197686,1644883200.0,1.15,,38.006172,,0.0212,13617110.0,,,132.29,130.3,124.898,,0.0,,131.74,,5038170,132.29,127.3366,,130.3,5038170,,,,1367366400.0,,,122.835,USD,46.293232,7166365,,,,153808011264.0,,,5328336,122.835,123.75,900,7166365,150.2,,,101.51,124.18,False,,800,131.74,123.14,,https://logo.clearbit.com/t-mobile.com,,
TROW,21202,Financial Services,7529.0,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It employs socially responsible investing with a focus on environmental, social, and governance issues. It makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. The firm was previously known as T. Rowe Group, Inc. and T. Rowe Price Associates, Inc. T. Rowe Price Group, Inc. was founded in 1937 and is based in Baltimore, Maryland, with additional offices in Colorado Springs, Colorado; Owings Mills, Maryland; San Francisco, California; New York, New York; Philadelphia, Pennsylvania; Tampa, Florida; Toronto, Ontario; Hellerup, Denmark; Amsterdam, The Netherlands; Luxembourg, Grand Duchy of Luxembourg; Zurich, Switzerland; Dubai, United Arab Emirates; London, United Kingdom; Sydney, New South Wales; Hong Kong; Tokyo, Japan; Singapore; Frankfurt, Germany, Madrid, Spain, Milan, Italy, Stockholm, Sweden, Melbourne, Australia, and Amsterdam, Netherlands.",Baltimore,410 345 2000,MD,United States,[],https://www.troweprice.com,1,100 East Pratt Street,Asset Management,0.51444,0.40183997,0.60985,3452000000.0,0.132,0.48773998,3946700032.0,166.5,hold,4678700000.0,2753187584.0,214.0,123.04,-0.045,1.569,0.20188999,11.0,210.86,3.537,0.31743,246.0,1523100032.0,362700000.0,7671900160.0,6.678,USD,33.857,1.569,3.1,NMS,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_23217,4b1466dc-169a-3dd0-8cf2-ee11f3a48b26,us_market,,4.134,,8.037,,,13.35,,229198000.0,,,,36.523,10964995.0,0.0478,,1640908800.0,0.73823,3002400000.0,13.27,,,3.3688362,0.01585,1703980800.0,,1640908800.0,4.71,1642118400.0,223180161.0,1.293307,31718543360.0,2,,1151280000.0,2:1,,,-0.055,3.6758196,1644883200.0,1.26,,9.216479,,0.048299998,9803214.0,,,129.36,127.87,184.188,0.03200371,0.32930002,,129.72,,1850060,129.36,142.8088,4.14,127.87,1850060,,,4.8,1647216000.0,,,122.64,USD,9.272042,4000186,,,,28200521728.0,,,1814876,122.64,122.94,1400,4000186,224.56,,2.48,122.64,122.9,False,0.0346,800,129.72,123.04,,https://logo.clearbit.com/troweprice.com,,
TTWO,10036,Communication Services,6495.0,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games, 2K, Private Division, Social Point, and Playdots labels. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes and content. The company also develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. In addition, the company publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. Further, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and PGA TOUR 2K. It also offers Kerbal Space Program, and The Outer Worlds and Ancestors: the Humankind Odyssey under Private Division. Additionally, the company offers free-to-play mobile games, such as Dragon City and Monster Legends, as well as Two Dots mobile game. Its products are designed for console gaming systems, including PlayStation 4; Xbox One; the Nintendo Switch; and personal computers comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.",New York,646 536 2842,NY,United States,[],https://www.take2games.com,1,110 West 44th Street,Electronic Gaming & Multimedia,0.25131,0.16715,0.60618997,569251968.0,0.02,0.21779,847369984.0,180.0,buy,1876760000.0,441528864.0,215.0,119.51,-0.897,1.653,0.073699996,24.0,214.54,6.9,0.17693001,264.0,2297531904.0,239399008.0,3371864064.0,21.018,USD,29.222,1.25,2.1,NMS,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_371281,c684de9e-6837-3ad1-bee4-863a7e546dff,us_market,,5.287,,21.037,,,6.7,,115300000.0,,,,31.767,2035186.0,0.0177,,1617148800.0,0.88781,563612992.0,4.836,,,3.7620802,0.010629999,1680220800.0,,1632960000.0,1.66,1636934400.0,103150675.0,0.613506,17826043904.0,2,,1113264000.0,3:2,,,-0.896,4.0866127,1639526400.0,2.78,,17.837315,,0.0199,1798008.0,,,123.23,123.19,162.28896,,0.0,,125.28,,2252660,123.23,148.3056,,123.19,2252660,,,,,,,119.12,USD,24.712572,1562889,,,,13779503104.0,,,1956250,119.12,119.33,1000,1562889,195.83,,,119.12,119.25,False,,1200,125.28,119.51,,https://logo.clearbit.com/take2games.com,,
